Gene stable ID	Pfam ID	Pfam start	Pfam end
ENSG00000109103	PF05351	80	236
ENSG00000154174	PF00515	114	146
ENSG00000154174	PF13181	329	362
ENSG00000154174	PF13181	547	576
ENSG00000154174	PF13181	401	433
ENSG00000154174	PF13181	476	509
ENSG00000163961	PF14447	16	60
ENSG00000092841	PF13405	104	133
ENSG00000204348	PF08652	235	301
ENSG00000153721	PF10534	80	171
ENSG00000153721	PF06663	332	545
ENSG00000153721	PF00536	6	67
ENSG00000153721	PF00595	217	283
ENSG00000214097	PF15080	19	214
ENSG00000166747	PF02883	708	820
ENSG00000166747	PF01602	23	576
ENSG00000186451			
ENSG00000204930	PF14753	239	306
ENSG00000204930	PF14753	325	394
ENSG00000166803	PF15715	1	108
ENSG00000169964			
ENSG00000012504	PF00104	297	469
ENSG00000012504	PF00105	136	202
ENSG00000169800	PF00076	10	79
ENSG00000169800	PF08081	174	218
ENSG00000260238	PF03980	73	122
ENSG00000153317	PF12796	586	663
ENSG00000153317	PF16746	54	286
ENSG00000153317	PF00169	326	413
ENSG00000153317	PF00018	1074	1121
ENSG00000153317	PF01412	440	555
ENSG00000137103	PF12036	684	867
ENSG00000083812	PF01352	1	41
ENSG00000083812	PF00096	257	279
ENSG00000083812	PF00096	341	363
ENSG00000083812	PF00096	425	447
ENSG00000083812	PF00096	397	419
ENSG00000083812	PF00096	481	503
ENSG00000083812	PF00096	313	335
ENSG00000083812	PF00096	285	307
ENSG00000083812	PF00096	369	391
ENSG00000176428	PF07200	22	164
ENSG00000185798	PF00400	237	269
ENSG00000185798	PF12894	92	137
ENSG00000242252			
ENSG00000018610			
ENSG00000176715	PF00501	49	478
ENSG00000176715	PF13193	488	563
ENSG00000160781	PF03006	3	149
ENSG00000083807	PF00501	120	557
ENSG00000083807	PF13193	566	642
ENSG00000175538	PF02060	53	98
ENSG00000181085	PF00069	16	304
ENSG00000100505	PF13920	7	39
ENSG00000100505	PF00643	225	265
ENSG00000100505	PF00041	450	521
ENSG00000100505	PF00622	659	773
ENSG00000174013	PF00622	154	277
ENSG00000174013	PF12937	38	84
ENSG00000169118	PF12605	332	429
ENSG00000169118	PF00069	45	261
ENSG00000169064	PF00643	132	172
ENSG00000112038	PF00001	180	431
ENSG00000204344	PF10494	163	365
ENSG00000083838	PF02023	22	108
ENSG00000083838	PF00096	395	417
ENSG00000083838	PF01352	209	238
ENSG00000104835	PF00587	294	470
ENSG00000137133	PF01230	64	157
ENSG00000147509	PF00615	262	376
ENSG00000103056			
ENSG00000166359	PF01011	160	189
ENSG00000166359	PF00400	95	130
ENSG00000166359	PF00400	266	301
ENSG00000166359	PF00400	224	258
ENSG00000166359	PF00400	358	391
ENSG00000166359	PF00400	312	349
ENSG00000286221	PF08583	1	27
ENSG00000165434	PF02879	238	345
ENSG00000165434	PF02880	354	482
ENSG00000165434	PF02878	65	208
ENSG00000165434	PF00408	550	598
ENSG00000166451	PF05238	5	315
ENSG00000123908	PF02171	518	817
ENSG00000123908	PF02170	246	365
ENSG00000123908	PF08699	176	226
ENSG00000123908	PF16486	36	166
ENSG00000123908	PF16487	429	510
ENSG00000123908	PF16488	374	420
ENSG00000174007	PF14933	10	160
ENSG00000174004	PF13855	157	217
ENSG00000174004	PF13855	330	388
ENSG00000174004	PF13855	82	144
ENSG00000174004	PF13516	426	439
ENSG00000013375	PF00408	501	553
ENSG00000013375	PF02878	80	127
ENSG00000013375	PF02878	146	195
ENSG00000158525	PF02244	44	117
ENSG00000158525	PF00246	145	422
ENSG00000153822	PF01007	77	213
ENSG00000153822	PF17655	221	387
ENSG00000154845	PF15017	453	489
ENSG00000154845	PF02985	253	278
ENSG00000154845	PF02985	213	243
ENSG00000143995	PF05920	288	327
ENSG00000143995	PF16493	106	189
ENSG00000102271	PF01344	465	510
ENSG00000102271	PF01344	606	657
ENSG00000102271	PF01344	559	604
ENSG00000102271	PF01344	513	557
ENSG00000102271	PF01344	429	463
ENSG00000102271	PF01344	662	699
ENSG00000102271	PF00651	173	278
ENSG00000102271	PF07707	284	383
ENSG00000155100	PF02338	183	308
ENSG00000163964	PF08320	54	268
ENSG00000118017	PF04572	197	321
ENSG00000118017	PF04488	64	179
ENSG00000173838	PF12906	697	752
ENSG00000185565	PF13927	202	278
ENSG00000185565	PF13927	115	185
ENSG00000185565	PF07679	18	112
ENSG00000176410	PF00226	50	111
ENSG00000138231	PF05011	247	377
ENSG00000138231	PF00149	1	229
ENSG00000269190	PF12937	19	59
ENSG00000269190	PF04300	100	273
ENSG00000196465			
ENSG00000071462	PF12589	204	296
ENSG00000071462	PF08241	58	132
ENSG00000160783	PF03980	91	172
ENSG00000129910	PF01049	633	782
ENSG00000129910	PF00028	158	250
ENSG00000129910	PF00028	52	142
ENSG00000129910	PF00028	382	474
ENSG00000129910	PF00028	272	367
ENSG00000269547	PF04300	19	166
ENSG00000269547	PF00587	362	538
ENSG00000100206	PF08423	84	337
ENSG00000161243	PF04300	105	278
ENSG00000161243	PF00646	26	70
ENSG00000259803	PF00083	22	99
ENSG00000266967	PF07973	196	235
ENSG00000139613	PF16495	895	976
ENSG00000139613	PF16496	4	420
ENSG00000139613	PF00249	630	673
ENSG00000139613	PF16498	715	780
ENSG00000139613	PF04433	427	512
ENSG00000180370	PF00069	249	500
ENSG00000180370	PF00786	73	130
ENSG00000128626	PF00164	48	132
ENSG00000164050	PF01403	37	459
ENSG00000164050	PF08337	1562	2102
ENSG00000164050	PF01437	481	529
ENSG00000164050	PF01833	1162	1248
ENSG00000164050	PF01833	1252	1374
ENSG00000164050	PF01833	1070	1151
ENSG00000164050	PF18020	922	1020
ENSG00000164050	PF17960	541	627
ENSG00000136451	PF13894	202	224
ENSG00000136451	PF00096	74	93
ENSG00000136451	PF00096	261	283
ENSG00000136451	PF00096	174	196
ENSG00000162951	PF13855	60	101
ENSG00000162951	PF13855	113	173
ENSG00000162951	PF13855	257	314
ENSG00000143669	PF14844	3020	3114
ENSG00000143669	PF00400	3608	3644
ENSG00000143669	PF02138	3134	3422
ENSG00000170100	PF01352	42	82
ENSG00000170100	PF00096	393	415
ENSG00000170100	PF00096	617	639
ENSG00000170100	PF00096	701	722
ENSG00000170100	PF00096	645	667
ENSG00000170100	PF00096	477	499
ENSG00000170100	PF00096	589	611
ENSG00000170100	PF00096	673	695
ENSG00000170100	PF00096	449	471
ENSG00000170100	PF00096	561	583
ENSG00000170100	PF00096	729	751
ENSG00000170100	PF00096	505	527
ENSG00000170100	PF00096	533	555
ENSG00000170100	PF00096	421	443
ENSG00000114204	PF00079	35	402
ENSG00000163932	PF00069	352	603
ENSG00000163932	PF00433	624	665
ENSG00000163932	PF00130	231	282
ENSG00000163932	PF00130	159	209
ENSG00000066032	PF01044	336	914
ENSG00000066032	PF01044	18	332
ENSG00000168710	PF00670	289	449
ENSG00000168710	PF05221	104	239
ENSG00000188536	PF00042	7	107
ENSG00000119231	PF02902	581	752
ENSG00000134532	PF00505	556	624
ENSG00000135677	PF00884	47	416
ENSG00000166454			
ENSG00000196233	PF15090	1089	1556
ENSG00000108825	PF07973	370	408
ENSG00000141564	PF02985	604	627
ENSG00000141564	PF14538	55	206
ENSG00000141564	PF00400	1159	1194
ENSG00000260643	PF01597	51	144
ENSG00000125746	PF03451	220	293
ENSG00000125746	PF00400	660	688
ENSG00000125746	PF00400	488	522
ENSG00000125746	PF00400	700	735
ENSG00000125746	PF00400	575	606
ENSG00000125746	PF00400	297	344
ENSG00000125746	PF00400	811	847
ENSG00000130055	PF03009	229	358
ENSG00000151655	PF00092	310	492
ENSG00000151655	PF08487	72	183
ENSG00000151655	PF06668	735	921
ENSG00000103121	PF08583	1	29
ENSG00000174776	PF00400	623	651
ENSG00000174776	PF00400	522	561
ENSG00000288520	PF00169	506	600
ENSG00000288520	PF10534	80	171
ENSG00000288520	PF00595	217	283
ENSG00000288520	PF06663	332	457
ENSG00000288520	PF00536	6	67
ENSG00000106089	PF05739	228	279
ENSG00000106089	PF00804	30	227
ENSG00000074706	PF00169	45	139
ENSG00000181458	PF04819	137	257
ENSG00000114503	PF00076	42	112
ENSG00000158715	PF07690	38	291
ENSG00000206172	PF00042	7	107
ENSG00000149201	PF18289	103	177
ENSG00000149201	PF14908	9	93
ENSG00000169683	PF13516	146	165
ENSG00000169683	PF13516	85	106
ENSG00000169683	PF13516	171	193
ENSG00000087191	PF16450	73	128
ENSG00000087191	PF17862	342	384
ENSG00000087191	PF00004	186	318
ENSG00000163053	PF07690	41	423
ENSG00000185551	PF00105	78	146
ENSG00000185551	PF00104	201	386
ENSG00000069275			
ENSG00000086506	PF00042	7	107
ENSG00000270170			
ENSG00000198677	PF13181	863	893
ENSG00000198677	PF13181	1401	1431
ENSG00000198677	PF13181	41	72
ENSG00000198677	PF13432	394	449
ENSG00000198677	PF13432	568	624
ENSG00000119227	PF03901	43	449
ENSG00000180921	PF07894	217	484
ENSG00000169689	PF09415	12	47
ENSG00000114209	PF06840	15	161
ENSG00000166455	PF15032	1	395
ENSG00000203499			
ENSG00000172016	PF00059	58	173
ENSG00000110958	PF04969	10	83
ENSG00000083097	PF04118	11	296
ENSG00000284512	PF01597	51	142
ENSG00000140905	PF01597	51	170
ENSG00000123700	PF17655	193	365
ENSG00000123700	PF08466	1	47
ENSG00000123700	PF01007	48	186
ENSG00000068784	PF09371	218	399
ENSG00000068784	PF16921	538	663
ENSG00000068784	PF17674	821	893
ENSG00000068784	PF12836	703	767
ENSG00000068784	PF00575	916	989
ENSG00000136450	PF00076	123	184
ENSG00000136450	PF00076	18	85
ENSG00000170310	PF05739	181	233
ENSG00000163975	PF00405	23	356
ENSG00000163975	PF00405	366	704
ENSG00000126460	PF00594	55	95
ENSG00000223510			
ENSG00000128050	PF01259	12	243
ENSG00000128050	PF00731	274	411
ENSG00000117643	PF01532	181	616
ENSG00000155115	PF10419	16	109
ENSG00000143379	PF18359	258	308
ENSG00000143379	PF18358	348	397
ENSG00000143379	PF18300	193	250
ENSG00000143379	PF05033	683	795
ENSG00000143379	PF01429	595	666
ENSG00000143379	PF00856	814	1266
ENSG00000267060			
ENSG00000205609	PF05470	31	706
ENSG00000205609	PF01399	714	847
ENSG00000181322	PF00334	160	297
ENSG00000181322	PF00085	14	102
ENSG00000099365	PF05739	227	278
ENSG00000099365	PF00804	29	226
ENSG00000111186	PF00110	51	359
ENSG00000144847	PF07686	28	140
ENSG00000144847	PF13927	156	219
ENSG00000108592	PF01728	24	200
ENSG00000108592	PF07780	624	839
ENSG00000108592	PF11861	232	400
ENSG00000251287			
ENSG00000101082	PF00017	94	176
ENSG00000101082	PF00018	38	83
ENSG00000171054	PF13853	33	306
ENSG00000171823	PF13516	118	135
ENSG00000171823	PF13516	169	191
ENSG00000171823	PF13516	331	352
ENSG00000171823	PF13516	230	250
ENSG00000171823	PF13516	254	275
ENSG00000171823	PF12937	10	46
ENSG00000079263	PF01342	584	660
ENSG00000079263	PF00439	793	835
ENSG00000079263	PF03172	40	136
ENSG00000259399	PF07019	70	149
ENSG00000259399	PF05920	36	74
ENSG00000147183			
ENSG00000013392	PF05773	11	131
ENSG00000013392	PF06544	160	229
ENSG00000249693	PF14912	210	277
ENSG00000249693	PF14912	404	462
ENSG00000249693	PF14912	369	401
ENSG00000249693	PF14912	302	350
ENSG00000118707	PF05920	36	75
ENSG00000116132	PF03826	219	235
ENSG00000116132	PF00046	95	151
ENSG00000167363	PF03881	21	309
ENSG00000197587	PF00046	72	128
ENSG00000197587	PF03826	357	373
ENSG00000092978	PF01585	468	509
ENSG00000116478	PF00850	28	317
ENSG00000174780	PF13181	177	205
ENSG00000174780	PF13181	230	259
ENSG00000174780	PF17004	34	156
ENSG00000174780	PF08492	532	588
ENSG00000253719			
ENSG00000147255	PF13895	52	123
ENSG00000147255	PF13895	879	955
ENSG00000147255	PF13895	1170	1251
ENSG00000147255	PF13895	975	1063
ENSG00000147255	PF13895	328	413
ENSG00000147255	PF13895	792	873
ENSG00000147255	PF00047	1077	1140
ENSG00000167077			
ENSG00000114544	PF01769	319	458
ENSG00000114544	PF01769	106	238
ENSG00000130876	PF13520	40	443
ENSG00000101084	PF07019	44	81
ENSG00000142546	PF15906	4	78
ENSG00000114098	PF00514	50	91
ENSG00000116752	PF05700	12	215
ENSG00000167550	PF00071	8	168
ENSG00000232593			
ENSG00000188389	PF07686	39	144
ENSG00000117280	PF00071	9	174
ENSG00000130881	PF00057	212	249
ENSG00000130881	PF00057	165	200
ENSG00000130881	PF00057	454	489
ENSG00000130881	PF00431	254	362
ENSG00000130881	PF00431	43	156
ENSG00000157600	PF14808	10	273
ENSG00000188011	PF13695	52	148
ENSG00000067445	PF01454	451	616
ENSG00000114738	PF00069	47	304
ENSG00000143418	PF00046	77	126
ENSG00000143418	PF03798	132	325
ENSG00000125430	PF00685	138	373
ENSG00000106153	PF06747	114	146
ENSG00000216921			
ENSG00000204228	PF13561	18	259
ENSG00000110921	PF00288	130	212
ENSG00000110921	PF08544	294	353
ENSG00000130723	PF07001	1	188
ENSG00000185290	PF10195	26	83
ENSG00000133019	PF00001	85	544
ENSG00000226941	PF00076	10	79
ENSG00000226941	PF08081	174	218
ENSG00000163319	PF01084	70	120
ENSG00000163050	PF03109	319	433
ENSG00000121966	PF12109	10	41
ENSG00000121966	PF00001	59	306
ENSG00000178175	PF00096	367	387
ENSG00000178175	PF00096	421	443
ENSG00000178175	PF00096	254	275
ENSG00000178175	PF00096	533	556
ENSG00000178175	PF00096	337	359
ENSG00000178175	PF00096	309	331
ENSG00000178175	PF00096	393	415
ENSG00000178175	PF00096	449	471
ENSG00000178175	PF00096	477	499
ENSG00000178175	PF13912	505	527
ENSG00000139921	PF00085	31	128
ENSG00000282881			
ENSG00000077721	PF00179	8	143
ENSG00000114737	PF07525	238	271
ENSG00000114737	PF00017	99	180
ENSG00000082458	PF10608	109	148
ENSG00000082458	PF00018	525	581
ENSG00000082458	PF00595	405	480
ENSG00000082458	PF00595	245	327
ENSG00000082458	PF00595	150	232
ENSG00000082458	PF00625	659	835
ENSG00000082458	PF10600	329	403
ENSG00000197651	PF15482	4	219
ENSG00000079277	PF00069	205	374
ENSG00000079277	PF00069	52	164
ENSG00000083782	PF13855	152	203
ENSG00000184949	PF14922	147	296
ENSG00000196503	PF00025	93	241
ENSG00000163322			
ENSG00000169856	PF02376	290	364
ENSG00000169856	PF00046	386	439
ENSG00000153779	PF05920	68	107
ENSG00000182378	PF00388	85	183
ENSG00000139330	PF13855	75	133
ENSG00000139330	PF13855	142	204
ENSG00000139330	PF13516	282	296
ENSG00000100147	PF15002	29	223
ENSG00000156313	PF00415	208	258
ENSG00000156313	PF00415	158	205
ENSG00000156313	PF00415	55	101
ENSG00000156313	PF00415	262	310
ENSG00000156313	PF00415	106	155
ENSG00000156313	PF00415	314	363
ENSG00000264364	PF01221	5	88
ENSG00000164896	PF08368	355	444
ENSG00000164896	PF06743	279	343
ENSG00000164896	PF08373	483	536
ENSG00000169789			
ENSG00000162814	PF00612	34	51
ENSG00000162814	PF00612	95	110
ENSG00000162814	PF00612	57	76
ENSG00000167751	PF00089	25	253
ENSG00000163536	PF00079	25	397
ENSG00000175216	PF12348	865	1042
ENSG00000175216	PF12348	284	470
ENSG00000137691	PF14926	14	259
ENSG00000006831	PF03006	140	363
ENSG00000089159	PF03535	44	253
ENSG00000089159	PF00412	907	962
ENSG00000089159	PF00412	848	902
ENSG00000089159	PF00412	1025	1079
ENSG00000089159	PF00412	966	1020
ENSG00000141194	PF13853	31	301
ENSG00000135899	PF03172	9	105
ENSG00000135899	PF01342	458	532
ENSG00000178605	PF13167	120	208
ENSG00000178605	PF01926	297	390
ENSG00000178605	PF16360	212	289
ENSG00000140798	PF00005	496	630
ENSG00000140798	PF00005	1137	1285
ENSG00000140798	PF00664	798	1012
ENSG00000140798	PF00664	128	387
ENSG00000174740	PF00076	108	175
ENSG00000174740	PF00076	201	269
ENSG00000174740	PF00076	304	372
ENSG00000174740	PF00076	20	88
ENSG00000139428	PF01923	58	226
ENSG00000255713	PF13853	31	301
ENSG00000175984	PF03456	510	576
ENSG00000175984	PF02141	587	769
ENSG00000175984	PF03455	847	894
ENSG00000139549	PF01085	23	185
ENSG00000139549	PF01079	188	394
ENSG00000166006	PF02214	10	151
ENSG00000166006	PF00520	229	481
ENSG00000164733	PF00112	80	328
ENSG00000164733	PF08127	26	63
ENSG00000108061	PF13855	284	341
ENSG00000108061	PF13855	193	250
ENSG00000108061	PF13855	124	181
ENSG00000108061	PF13855	448	506
ENSG00000064313	PF17900	38	242
ENSG00000162430			
ENSG00000102048	PF12796	40	129
ENSG00000102048	PF12796	138	229
ENSG00000102048	PF07525	255	293
ENSG00000139842	PF10557	691	751
ENSG00000139842	PF00888	63	660
ENSG00000143862	PF00025	12	179
ENSG00000147874	PF14661	14	239
ENSG00000115657	PF00664	274	544
ENSG00000115657	PF00005	606	755
ENSG00000115657	PF16185	6	255
ENSG00000136895	PF02145	220	399
ENSG00000136895	PF00780	493	797
ENSG00000127423	PF15334	26	349
ENSG00000170075	PF00001	147	413
ENSG00000173905			
ENSG00000142961	PF03637	87	259
ENSG00000121053	PF03098	145	689
ENSG00000117640	PF05308	10	253
ENSG00000154640	PF07742	1	105
ENSG00000137693	PF00397	173	202
ENSG00000137693	PF00397	232	261
ENSG00000162456	PF15033	1	123
ENSG00000155363	PF13604	500	689
ENSG00000155363	PF13087	700	922
ENSG00000130300	PF06637	1	440
ENSG00000144820	PF00002	433	715
ENSG00000144820	PF01825	382	421
ENSG00000259417	PF11057	8	55
ENSG00000251012	PF17819	1	71
ENSG00000163424	PF17819	393	536
ENSG00000094963	PF00743	2	532
ENSG00000175130	PF02063	56	193
ENSG00000175130	PF02063	3	43
ENSG00000114638	PF00335	14	245
ENSG00000164897			
ENSG00000018625	PF00122	162	352
ENSG00000018625	PF00689	796	1005
ENSG00000018625	PF13246	425	518
ENSG00000018625	PF00690	42	109
ENSG00000139354	PF02187	213	281
ENSG00000139354	PF00307	50	167
ENSG00000166971	PF00179	79	215
ENSG00000100299	PF00884	23	348
ENSG00000100299	PF14707	370	502
ENSG00000132554	PF00615	1022	1127
ENSG00000132554	PF00615	853	977
ENSG00000132554	PF00615	676	770
ENSG00000117501			
ENSG00000214954	PF13855	108	165
ENSG00000214954	PF13855	177	233
ENSG00000214954	PF13855	37	95
ENSG00000125398	PF00505	105	173
ENSG00000125398	PF12444	23	94
ENSG00000188687	PF00955	491	1023
ENSG00000188687	PF07565	142	408
ENSG00000198925	PF04109	37	525
ENSG00000126226	PF01399	332	442
ENSG00000172840	PF00481	228	444
ENSG00000007933	PF00743	3	531
ENSG00000176108	PF03357	1	156
ENSG00000147606	PF00916	49	444
ENSG00000147606	PF01740	495	637
ENSG00000175536	PF03099	77	175
ENSG00000146006	PF13855	134	193
ENSG00000146006	PF13855	254	311
ENSG00000146006	PF13855	66	121
ENSG00000172775	PF10187	15	116
ENSG00000151553	PF10257	78	495
ENSG00000175931	PF00179	958	1103
ENSG00000077514	PF09507	19	466
ENSG00000044115	PF01044	338	867
ENSG00000044115	PF01044	19	334
ENSG00000010932	PF00743	2	531
ENSG00000144229	PF00090	340	388
ENSG00000144229	PF00090	742	795
ENSG00000144229	PF00090	1377	1432
ENSG00000144229	PF00090	1253	1303
ENSG00000144229	PF00090	183	228
ENSG00000144229	PF00090	605	660
ENSG00000144229	PF00090	1133	1182
ENSG00000144229	PF00090	1004	1040
ENSG00000103479	PF11934	105	239
ENSG00000103479	PF01857	835	1018
ENSG00000103479	PF01858	417	609
ENSG00000172752	PF01391	1464	1520
ENSG00000172752	PF01391	1524	1580
ENSG00000172752	PF01391	1579	1629
ENSG00000172752	PF01391	1395	1446
ENSG00000172752	PF00092	1755	1900
ENSG00000172752	PF00092	628	793
ENSG00000172752	PF00092	2287	2462
ENSG00000172752	PF00092	1959	2133
ENSG00000172752	PF00092	442	610
ENSG00000172752	PF00092	30	190
ENSG00000172752	PF00092	1005	1172
ENSG00000172752	PF00092	814	984
ENSG00000172752	PF00092	236	404
ENSG00000175634	PF00069	67	328
ENSG00000175634	PF00433	350	389
ENSG00000184939	PF01352	13	54
ENSG00000184939	PF00096	553	575
ENSG00000184939	PF00096	211	233
ENSG00000184939	PF00096	338	360
ENSG00000184939	PF00096	366	388
ENSG00000184939	PF00096	609	631
ENSG00000184939	PF00096	394	416
ENSG00000184939	PF00096	450	472
ENSG00000184939	PF00096	525	547
ENSG00000184939	PF00096	282	304
ENSG00000184939	PF00096	581	603
ENSG00000184939	PF00096	310	332
ENSG00000184939	PF00096	497	519
ENSG00000118640	PF00957	10	96
ENSG00000164109	PF02301	16	182
ENSG00000114354	PF00564	13	91
ENSG00000198911	PF00010	331	381
ENSG00000165832	PF01509	106	255
ENSG00000085276	PF00096	949	972
ENSG00000085276	PF00096	348	370
ENSG00000085276	PF00096	978	1000
ENSG00000085276	PF00096	319	342
ENSG00000085276	PF00096	291	313
ENSG00000085276	PF00096	921	943
ENSG00000085276	PF00096	406	425
ENSG00000085276	PF00096	376	398
ENSG00000085276	PF13912	264	285
ENSG00000168899	PF00957	6	88
ENSG00000159261	PF00822	5	181
ENSG00000225828	PF14982	59	122
ENSG00000150540	PF13489	32	215
ENSG00000162526	PF00069	10	265
ENSG00000167522	PF12796	162	230
ENSG00000167522	PF12796	233	287
ENSG00000269720			
ENSG00000130303	PF16716	49	136
ENSG00000136861	PF07989	60	130
ENSG00000167749	PF00089	31	247
ENSG00000162676	PF00096	312	334
ENSG00000162676	PF00096	398	419
ENSG00000162676	PF00096	368	390
ENSG00000162676	PF00096	340	362
ENSG00000162676	PF00096	255	278
ENSG00000162676	PF00096	284	306
ENSG00000136457	PF13855	75	134
ENSG00000136457	PF13855	148	207
ENSG00000136457	PF13855	245	301
ENSG00000136457	PF01462	22	48
