Ohno1	Ohno2	Symbol1	Symbol2	Og weighted global mean	Self weighted global mean	Outgroup Support	Duplication time	Gene type
ENSG00000206077	ENSG00000159714	ZDHHC11B	ZDHHC1	1.10703386098982e-11	5.59915360706185e-19	4	Vertebrata	protein_coding
ENSG00000124089	ENSG00000176136	MC3R	MC5R	0.00244898537901623	1.14171573032537e-29	1	Vertebrata	protein_coding
ENSG00000173918	ENSG00000171812	C1QTNF1	COL8A2	0.00179471193150652	0.000554781069791763	2	Vertebrata	protein_coding
ENSG00000282278	ENSG00000037280	RP11-231C18.3	FLT4	4.59433050234914e-08	8.93004611592809e-30	2	Vertebrata	protein_coding
ENSG00000087510	ENSG00000137203	TFAP2C	TFAP2A	5.63577985448117e-06	1.03240678405336e-23	3	Vertebrata	protein_coding
ENSG00000169564	ENSG00000183570	PCBP1	PCBP3	1.09323525895706e-05	1.10653137468604e-12	1	Vertebrata	protein_coding
ENSG00000156920	ENSG00000173698	ADGRG4	ADGRG2	0.00017370918986579	8.6260465924426e-20	2	Vertebrata	protein_coding
ENSG00000095951	ENSG00000010818	HIVEP1	HIVEP2	0.000327176079733637	3.29594311984959e-05	2	Vertebrata	protein_coding
ENSG00000217236	ENSG00000170374	SP9	SP7	0.00220866010410262	1.40389163981697e-17	2	Vertebrata	protein_coding
ENSG00000089847	ENSG00000198483	ANKRD24	ANKRD35	0.000173072781797528	1.28000019648956e-11	2	Vertebrata	protein_coding
ENSG00000153976	ENSG00000182601	HS3ST3A1	HS3ST4	0.00399188071253349	1.06614525914647e-26	4	Vertebrata	protein_coding
ENSG00000137171	ENSG00000174996	KLC4	KLC2	0.000370485498401059	1.99622673622676e-05	4	Vertebrata	protein_coding
ENSG00000113263	ENSG00000074966	ITK	TXK	4.05176614849287e-06	1.30008594950353e-24	3	Vertebrata	protein_coding
ENSG00000007866	ENSG00000187079	TEAD3	TEAD1	1.34518721276265e-08	9.32792108983626e-18	3	Vertebrata	protein_coding
ENSG00000172548	ENSG00000163293	NIPAL4	NIPAL1	9.95003900190662e-07	3.30885600861694e-27	4	Vertebrata	protein_coding
ENSG00000108984	ENSG00000034152	MAP2K6	MAP2K3	2.0348675056427e-09	8.77269900765765e-24	3	Vertebrata	protein_coding
ENSG00000131730	ENSG00000237289	CKMT2	CKMT1B	8.0977363880867e-11	4.66107475495768e-22	5	Vertebrata	protein_coding
ENSG00000135503	ENSG00000106799	ACVR1B	TGFBR1	5.31461444940039e-06	4.62983366451256e-06	2	Vertebrata	protein_coding
ENSG00000196876	ENSG00000136546	SCN8A	SCN7A	1.44865138035175e-06	3.30306660757125e-27	2	Vertebrata	protein_coding
ENSG00000139194	ENSG00000114113	RBP5	RBP2	0.000740862831800559	9.15513366449288e-10	4	Vertebrata	protein_coding
ENSG00000139117	ENSG00000144550	CPNE8	CPNE9	3.33261464291836e-06	3.72663672686034e-30	2	Vertebrata	protein_coding
ENSG00000069849	ENSG00000101892	ATP1B3	ATP1B4	1.15622590970375e-08	1.44695307222946e-16	5	Vertebrata	protein_coding
ENSG00000087495	ENSG00000112137	PHACTR3	PHACTR1	0.000137845212995618	5.71269980446178e-21	2	Vertebrata	protein_coding
ENSG00000166503	ENSG00000164985	RP11-382A20.3	PSIP1	4.44342861847442e-06	6.71746270140595e-16	4	Vertebrata	protein_coding
ENSG00000240654	ENSG00000171812	C1QTNF9	COL8A2	0.00814185322340634	1.20321524353158e-09	2	Vertebrata	protein_coding
ENSG00000175048	ENSG00000204160	ZDHHC14	ZDHHC18	6.99997414144611e-11	1.94465410290967e-29	5	Vertebrata	protein_coding
ENSG00000162613	ENSG00000088247	FUBP1	KHSRP	4.758429746424e-09	2.79856057687867e-24	5	Vertebrata	protein_coding
ENSG00000107819	ENSG00000164466	SFXN3	SFXN1	1.88446786625017e-10	1.07721120594691e-34	4	Vertebrata	protein_coding
ENSG00000137573	ENSG00000196562	SULF1	SULF2	8.18083484246007e-06	2.33876313015767e-32	5	Vertebrata	protein_coding
ENSG00000197562	ENSG00000102128	RAB40C	RAB40AL	9.32716424767738e-15	9.68349590810464e-23	2	Vertebrata	protein_coding
ENSG00000078053	ENSG00000136717	AMPH	BIN1	2.63392449768375e-05	9.04587666022064e-31	3	Vertebrata	protein_coding
ENSG00000163909	ENSG00000135547	HEYL	HEY2	2.30684064302986e-05	7.88996089657709e-27	2	Vertebrata	protein_coding
ENSG00000177666	ENSG00000100344	PNPLA2	PNPLA3	0.00360472025916118	4.59601271222882e-16	2	Vertebrata	protein_coding
ENSG00000140299	ENSG00000106772	BNIP2	PRUNE2	0.00544838133801279	7.63889699586733e-29	2	Vertebrata	protein_coding
ENSG00000106211	ENSG00000152137	HSPB1	HSPB8	2.25002256537596e-10	2.07205175671719e-30	3	Vertebrata	protein_coding
ENSG00000131773	ENSG00000112232	KHDRBS3	KHDRBS2	1.88163997963009e-11	1.86131521453179e-24	4	Vertebrata	protein_coding
ENSG00000116819	ENSG00000008196	TFAP2E	TFAP2B	8.12095361823669e-09	4.66673114171382e-26	4	Vertebrata	protein_coding
ENSG00000114251	ENSG00000111186	WNT5A	WNT5B	1.07768415878057e-17	1.35221547708291e-37	4	Vertebrata	protein_coding
ENSG00000066230	ENSG00000090020	SLC9A3	SLC9A1	0.000571135109040741	1.11820181567458e-12	3	Vertebrata	protein_coding
ENSG00000172081	ENSG00000120162	MOB3A	MOB3B	0.000459061457612395	6.6695122203488e-18	5	Vertebrata	protein_coding
ENSG00000066629	ENSG00000214595	EML1	EML6	0.00145613179492535	2.99784761644505e-23	2	Vertebrata	protein_coding
ENSG00000145687	ENSG00000130511	SSBP2	SSBP4	3.28721846523228e-06	4.04807630757611e-16	3	Vertebrata	protein_coding
ENSG00000256463	ENSG00000103449	SALL3	SALL1	1.09682716775257e-14	2.37679541199132e-23	5	Vertebrata	protein_coding
ENSG00000110328	ENSG00000182870	GALNT18	GALNT9	0.002383404482835	0.000496901086689888	1	Vertebrata	protein_coding
ENSG00000090020	ENSG00000135740	SLC9A1	SLC9A5	9.29007669173487e-05	0.00149249575341107	3	Vertebrata	protein_coding
ENSG00000167323	ENSG00000109689	STIM1	STIM2	4.61155129907447e-08	2.53182049620165e-09	3	Vertebrata	protein_coding
ENSG00000165548	ENSG00000196187	TMEM63C	TMEM63A	1.89248264308982e-13	1.06110688139071e-39	2	Vertebrata	protein_coding
ENSG00000120332	ENSG00000041982	TNN	TNC	1.53601160732867e-21	1.29917723569339e-31	3	Vertebrata	protein_coding
ENSG00000148429	ENSG00000275954	USP6NL	TBC1D3F	5.91573319631309e-08	7.3517556648233e-16	4	Vertebrata	protein_coding
ENSG00000057935	ENSG00000182979	MTA3	MTA1	4.06123594522419e-12	2.85275687907835e-11	3	Vertebrata	protein_coding
ENSG00000106624	ENSG00000088882	AEBP1	CPXM1	1.34367713923159e-06	9.33686370266323e-09	3	Vertebrata	protein_coding
ENSG00000282278	ENSG00000102755	RP11-231C18.3	FLT1	2.15231483797758e-08	7.24947790903574e-24	2	Vertebrata	protein_coding
ENSG00000162444	ENSG00000147588	RBP7	PMP2	0.00318996393108995	3.67570925577925e-06	2	Vertebrata	protein_coding
ENSG00000170743	ENSG00000134207	SYT9	SYT6	0.00915341428087197	9.51385614729085e-23	2	Vertebrata	protein_coding
ENSG00000071054	ENSG00000141503	MAP4K4	MINK1	1.61240963272689e-08	3.13864395018943e-07	4	Vertebrata	protein_coding
ENSG00000130558	ENSG00000162745	OLFM1	OLFML2B	0.00613240362484713	9.02826707168228e-22	1	Vertebrata	protein_coding
ENSG00000175093	ENSG00000111671	SPSB4	SPSB2	0.000495040049221021	6.01744961752682e-16	2	Vertebrata	protein_coding
ENSG00000273079	ENSG00000161509	GRIN2B	GRIN2C	7.3548425285948e-10	1.55749057505085e-19	4	Vertebrata	protein_coding
ENSG00000137968	ENSG00000129353	SLC44A5	SLC44A2	1.05349174933921e-07	1.81565257964847e-24	4	Vertebrata	protein_coding
ENSG00000127561	ENSG00000108639	SYNGR3	SYNGR2	1.01212556304061e-15	1.31940500585501e-32	2	Vertebrata	protein_coding
ENSG00000119508	ENSG00000153234	NR4A3	NR4A2	2.39293503763478e-06	3.56821384381959e-16	4	Vertebrata	protein_coding
ENSG00000089820	ENSG00000196369	ARHGAP4	SRGAP2B	0.000172582736154688	1.94415494566278e-11	1	Vertebrata	protein_coding
ENSG00000112232	ENSG00000121774	KHDRBS2	KHDRBS1	1.10147062966867e-10	3.56538224605041e-30	3	Vertebrata	protein_coding
ENSG00000183715	ENSG00000142549	OPCML	IGLON5	4.79626436248823e-06	2.14111976275238e-09	4	Vertebrata	protein_coding
ENSG00000171234	ENSG00000167165	UGT2B7	UGT1A6	5.26599950291188e-07	0.00018517201576419	2	Vertebrata	protein_coding
ENSG00000179776	ENSG00000101542	CDH5	CDH20	0.000263316901236138	4.77408782263639e-20	1	Vertebrata	protein_coding
ENSG00000148429	ENSG00000274419	USP6NL	TBC1D3D	5.91573319631309e-08	7.38984115857262e-16	4	Vertebrata	protein_coding
ENSG00000117016	ENSG00000101098	RIMS3	RIMS4	0.00150415261991635	2.85722497665738e-15	2	Vertebrata	protein_coding
ENSG00000128510	ENSG00000153002	CPA4	CPB1	1.81221890297865e-05	0.00396995488408001	2	Vertebrata	protein_coding
ENSG00000162437	ENSG00000267303	RAVER2	CTD-2369P2.12	0.000200566880357862	1.33010802956662e-18	2	Vertebrata	protein_coding
ENSG00000148343	ENSG00000180488	FAM73B	FAM73A	4.46550622717788e-10	1.85336360898223e-33	3	Vertebrata	protein_coding
ENSG00000110880	ENSG00000167549	CORO1C	CORO6	4.16584268503273e-10	6.73433310643578e-36	2	Vertebrata	protein_coding
ENSG00000101928	ENSG00000106330	MOSPD1	MOSPD3	0.000630290744011574	7.57184033987081e-06	3	Vertebrata	protein_coding
ENSG00000100055	ENSG00000268465	CYTH4	CTC-273B12.7	0.000594950351747633	4.39589200141945e-08	2	Vertebrata	protein_coding
ENSG00000100170	ENSG00000256870	SLC5A1	SLC5A8	0.000472767473875785	0.00660017520483055	2	Vertebrata	protein_coding
ENSG00000205808	ENSG00000160539	PLPP6	PLPP7	0.000330663427851167	6.3074869492735e-24	4	Vertebrata	protein_coding
ENSG00000055483	ENSG00000106346	USP36	USP42	9.79886047514028e-12	3.43336575181415e-34	3	Vertebrata	protein_coding
ENSG00000106211	ENSG00000169271	HSPB1	HSPB3	6.91524934132998e-06	0.00302920306455064	2	Vertebrata	protein_coding
ENSG00000170178	ENSG00000005073	HOXD12	HOXA11	0.000127033527426062	2.51533941834651e-46	1	Vertebrata	protein_coding
ENSG00000265972	ENSG00000140450	TXNIP	ARRDC4	1.32199399981175e-07	2.77446821965149e-15	3	Vertebrata	protein_coding
ENSG00000122420	ENSG00000171522	PTGFR	PTGER4	0.00252523776482206	9.71112929705996e-12	1	Vertebrata	protein_coding
ENSG00000111605	ENSG00000149532	CPSF6	CPSF7	0.000622429990993275	3.77574653556673e-09	3	Vertebrata	protein_coding
ENSG00000135569	ENSG00000164270	TAAR5	HTR4	3.64142089090175e-06	5.87642724282836e-12	3	Vertebrata	protein_coding
ENSG00000102466	ENSG00000129682	FGF14	FGF13	1.07750338622562e-13	1.48246818522398e-40	3	Vertebrata	protein_coding
ENSG00000101104	ENSG00000254535	PABPC1L	PABPC4L	6.29094402984725e-10	6.74709497101085e-15	2	Vertebrata	protein_coding
ENSG00000112941	ENSG00000121274	PAPD7	PAPD5	2.44361179609382e-11	2.80788141270275e-26	4	Vertebrata	protein_coding
ENSG00000154305	ENSG00000271079	MIA3	CTAGE15	0.000629283036518028	1.97784022496002e-30	2	Vertebrata	protein_coding
ENSG00000184349	ENSG00000143590	EFNA5	EFNA3	0.00274140744714026	2.08152502767827e-09	1	Vertebrata	protein_coding
ENSG00000130529	ENSG00000083067	TRPM4	TRPM3	0.00204698552962501	0.00879314603572773	2	Vertebrata	protein_coding
ENSG00000117598	ENSG00000129951	PLPPR5	PLPPR3	2.0874168290758e-10	1.38357696200001e-13	3	Vertebrata	protein_coding
ENSG00000177707	ENSG00000110400	PVRL3	PVRL1	1.23231829300098e-05	2.82118801301059e-37	2	Vertebrata	protein_coding
ENSG00000125675	ENSG00000120251	GRIA3	GRIA2	1.95202453286984e-08	3.92984288594351e-13	4	Vertebrata	protein_coding
ENSG00000149403	ENSG00000105737	GRIK4	GRIK5	1.91655640604955e-05	1.02318726748403e-14	3	Vertebrata	protein_coding
ENSG00000137522	ENSG00000145428	RNF121	RNF175	2.9533439094842e-09	5.48098417667254e-09	4	Vertebrata	protein_coding
ENSG00000196338	ENSG00000169760	NLGN3	NLGN1	9.04361407358296e-06	3.29172900846317e-12	3	Vertebrata	protein_coding
ENSG00000160145	ENSG00000038382	KALRN	TRIO	5.9372970397065e-06	3.79048737246807e-14	3	Vertebrata	protein_coding
ENSG00000114790	ENSG00000130762	ARHGEF26	ARHGEF16	7.33827284787904e-05	1.52265573483634e-19	4	Vertebrata	protein_coding
ENSG00000141425	ENSG00000101413	RPRD1A	RPRD1B	9.13499427212998e-08	2.61902569955313e-23	4	Vertebrata	protein_coding
ENSG00000223572	ENSG00000166165	CKMT1A	CKB	0.00104761587330299	0.000512792977249023	2	Vertebrata	protein_coding
ENSG00000196411	ENSG00000106123	EPHB4	EPHB6	6.14069404952732e-08	1.36895015766929e-07	4	Vertebrata	protein_coding
ENSG00000165675	ENSG00000120658	ENOX2	ENOX1	1.56304587542769e-11	2.54417606315131e-34	2	Vertebrata	protein_coding
ENSG00000205922	ENSG00000119547	ONECUT3	ONECUT2	0.00412256739979862	1.53930783923584e-16	2	Vertebrata	protein_coding
ENSG00000172260	ENSG00000182667	NEGR1	NTM	0.00036954658500605	0.00365083437991633	4	Vertebrata	protein_coding
ENSG00000162599	ENSG00000141905	NFIA	NFIC	0.00155516134845418	1.11607035023569e-12	2	Vertebrata	protein_coding
ENSG00000125522	ENSG00000112038	NPBWR2	OPRM1	0.000308079655807656	3.35772587901652e-06	2	Vertebrata	protein_coding
ENSG00000152380	ENSG00000162391	FAM151B	FAM151A	1.60598636554439e-05	7.40378712517352e-11	4	Vertebrata	protein_coding
ENSG00000152689	ENSG00000171777	RASGRP3	RASGRP4	3.64933973463267e-05	7.83733433869123e-11	3	Vertebrata	protein_coding
ENSG00000198598	ENSG00000156103	MMP17	MMP16	4.18924949444472e-07	9.55210766123212e-06	3	Vertebrata	protein_coding
ENSG00000113327	ENSG00000163285	GABRG2	GABRG1	4.4812311522618e-12	9.87414022577703e-34	4	Vertebrata	protein_coding
ENSG00000101489	ENSG00000159409	CELF4	CELF3	0.000103754327720552	3.37530615690984e-05	4	Vertebrata	protein_coding
ENSG00000078018	ENSG00000186868	MAP2	MAPT	6.2400053773711e-13	1.07229174267375e-30	4	Vertebrata	protein_coding
ENSG00000069188	ENSG00000146555	SDK2	SDK1	2.43271359648466e-09	4.77085782318006e-41	2	Vertebrata	protein_coding
ENSG00000150093	ENSG00000259753	ITGB1	RP11-290H9.2	0.00322388152849143	8.59299100057463e-23	2	Vertebrata	protein_coding
ENSG00000144677	ENSG00000175215	CTDSPL	CTDSP2	1.33811251468238e-05	1.13406828207173e-08	5	Vertebrata	protein_coding
ENSG00000135316	ENSG00000256453	SYNCRIP	DND1	0.00323407013422191	0.00724200235351705	2	Vertebrata	protein_coding
ENSG00000172037	ENSG00000091136	LAMB2	LAMB1	1.20349182022639e-10	8.82255658858323e-28	3	Vertebrata	protein_coding
ENSG00000179593	ENSG00000012779	ALOX15B	ALOX5	0.000235694179366216	2.26168684917684e-05	1	Vertebrata	protein_coding
ENSG00000011677	ENSG00000163285	GABRA3	GABRG1	7.49327057933787e-13	1.27217386994009e-15	4	Vertebrata	protein_coding
ENSG00000159023	ENSG00000088367	EPB41	EPB41L1	4.9520544891932e-09	5.00344819239399e-19	4	Vertebrata	protein_coding
ENSG00000130584	ENSG00000205189	ZBTB46	ZBTB10	4.38488584993438e-06	5.90015410298504e-33	3	Vertebrata	protein_coding
ENSG00000198844	ENSG00000142632	ARHGEF15	ARHGEF19	1.12276332074655e-05	7.60783078753734e-07	3	Vertebrata	protein_coding
ENSG00000159216	ENSG00000020633	RUNX1	RUNX3	7.04825147327265e-06	2.18391751873888e-08	3	Vertebrata	protein_coding
ENSG00000137273	ENSG00000103241	FOXF2	FOXF1	9.49710043830357e-09	4.60205887771479e-12	5	Vertebrata	protein_coding
ENSG00000131095	ENSG00000135443	GFAP	KRT85	7.11470044563305e-05	8.12724583484179e-18	2	Vertebrata	protein_coding
ENSG00000101306	ENSG00000145949	MYLK2	MYLK4	0.00335370287249755	2.24058114312511e-16	3	Vertebrata	protein_coding
ENSG00000170581	ENSG00000168610	STAT2	STAT3	6.06428918578459e-05	7.92899685017373e-17	4	Vertebrata	protein_coding
ENSG00000082175	ENSG00000091831	PGR	ESR1	0.00989693212045908	2.09118363819503e-07	1	Vertebrata	protein_coding
ENSG00000152256	ENSG00000067992	PDK1	PDK3	3.76948896733972e-08	3.50582043575322e-06	4	Vertebrata	protein_coding
ENSG00000153560	ENSG00000115112	UBP1	TFCP2L1	8.69547434215186e-09	2.08881736877858e-27	3	Vertebrata	protein_coding
ENSG00000171234	ENSG00000244474	UGT2B7	UGT1A4	1.26167877031227e-08	4.62966539444566e-05	3	Vertebrata	protein_coding
ENSG00000188828	ENSG00000101958	GLRA4	GLRA2	7.32888350513371e-09	2.36729743132431e-30	3	Vertebrata	protein_coding
ENSG00000147140	ENSG00000121390	NONO	PSPC1	4.23263092708511e-11	3.65306093235834e-30	5	Vertebrata	protein_coding
ENSG00000138100	ENSG00000204977	TRIM54	TRIM13	0.00618249714632457	0.00660176285687415	2	Vertebrata	protein_coding
ENSG00000089169	ENSG00000149927	RPH3A	DOC2A	0.000647222493843788	7.01028403545734e-10	2	Vertebrata	protein_coding
ENSG00000102393	ENSG00000198951	GLA	NAGA	0.00363439625322889	0.00499050072447835	3	Vertebrata	protein_coding
ENSG00000143578	ENSG00000060566	CREB3L4	CREB3L3	2.05162575863975e-07	5.6422771151476e-13	4	Vertebrata	protein_coding
ENSG00000148158	ENSG00000162627	SNX30	SNX7	0.00073521876847505	6.7169435771362e-12	2	Vertebrata	protein_coding
ENSG00000102024	ENSG00000136167	PLS3	LCP1	1.45594893561281e-05	2.87780643667904e-29	4	Vertebrata	protein_coding
ENSG00000179455	ENSG00000075975	MKRN3	MKRN2	3.87000349494088e-10	7.88216938699606e-29	3	Vertebrata	protein_coding
ENSG00000124313	ENSG00000144711	IQSEC2	IQSEC1	5.25113054739247e-08	6.02546119829877e-24	4	Vertebrata	protein_coding
ENSG00000140941	ENSG00000101460	MAP1LC3B	MAP1LC3A	1.43328543621442e-12	7.49867336520719e-19	3	Vertebrata	protein_coding
ENSG00000106617	ENSG00000181929	PRKAG2	PRKAG1	7.90554527100854e-06	2.29318259328356e-12	4	Vertebrata	protein_coding
ENSG00000148429	ENSG00000189375	USP6NL	TBC1D28	6.34715594133486e-08	1.64696323540328e-15	3	Vertebrata	protein_coding
ENSG00000107331	ENSG00000064687	ABCA2	ABCA7	0.0087931379956654	0.000105705381335429	2	Vertebrata	protein_coding
ENSG00000111727	ENSG00000172534	HCFC2	HCFC1	6.31987342473973e-12	1.13255106498444e-19	4	Vertebrata	protein_coding
ENSG00000169252	ENSG00000043591	ADRB2	ADRB1	5.41106237469045e-06	3.35091986426458e-12	3	Vertebrata	protein_coding
ENSG00000149541	ENSG00000109956	B3GAT3	B3GAT1	2.42082130802456e-06	0.000373689122528742	5	Vertebrata	protein_coding
ENSG00000129968	ENSG00000107362	ABHD17A	ABHD17B	2.00769314796768e-07	6.32713175119235e-26	2	Vertebrata	protein_coding
ENSG00000169427	ENSG00000171303	KCNK9	KCNK3	5.28710167323214e-07	1.15558285152755e-17	5	Vertebrata	protein_coding
ENSG00000185008	ENSG00000154133	ROBO2	ROBO4	0.00147185007764735	3.21659227857765e-27	2	Vertebrata	protein_coding
ENSG00000102678	ENSG00000078579	FGF9	FGF20	1.83643536826209e-07	1.98599783268032e-15	3	Vertebrata	protein_coding
ENSG00000076716	ENSG00000063660	GPC4	GPC1	2.77827745226603e-07	3.21228386258936e-16	3	Vertebrata	protein_coding
ENSG00000167193	ENSG00000099942	CRK	CRKL	2.48663476366919e-05	7.62952510465935e-36	4	Vertebrata	protein_coding
ENSG00000240065	ENSG00000142507	PSMB9	PSMB6	0.000235706784644603	0.000264059982228476	5	Vertebrata	protein_coding
ENSG00000129152	ENSG00000122180	MYOD1	MYOG	2.10565264201734e-07	1.82947738100429e-30	4	Vertebrata	protein_coding
ENSG00000114270	ENSG00000187955	COL7A1	COL14A1	0.00297360105502624	3.96391961453105e-06	2	Vertebrata	protein_coding
ENSG00000104611	ENSG00000178217	SH2D4A	SH2D4B	0.000678343832876423	1.01189378350655e-17	1	Vertebrata	protein_coding
ENSG00000112851	ENSG00000033122	ERBB2IP	LRRC7	6.85066392826733e-05	1.00950900075295e-25	2	Vertebrata	protein_coding
ENSG00000186111	ENSG00000143398	PIP5K1C	PIP5K1A	8.23869171117601e-07	1.7584538433036e-14	4	Vertebrata	protein_coding
ENSG00000139436	ENSG00000108262	GIT2	GIT1	0.00579200052753045	7.22963628202936e-32	4	Vertebrata	protein_coding
ENSG00000138639	ENSG00000163219	ARHGAP24	ARHGAP25	7.7680588549346e-05	3.64542968714857e-13	3	Vertebrata	protein_coding
ENSG00000184363	ENSG00000057294	PKP3	PKP2	0.00148512419089471	6.91682462975672e-32	2	Vertebrata	protein_coding
ENSG00000175766	ENSG00000151247	EIF4E1B	EIF4E	5.26912633145264e-11	3.41153356757797e-24	5	Vertebrata	protein_coding
ENSG00000167614	ENSG00000141540	TTYH1	TTYH2	0.000204705451189191	4.51505317182446e-05	3	Vertebrata	protein_coding
ENSG00000198087	ENSG00000147010	CD2AP	SH3KBP1	1.98488265695191e-06	3.00526547388132e-09	3	Vertebrata	protein_coding
ENSG00000137948	ENSG00000141867	BRDT	BRD4	0.000535182345744996	1.63853185471111e-22	2	Vertebrata	protein_coding
ENSG00000158163	ENSG00000134874	DZIP1L	DZIP1	0.00771919455828149	5.5545223317764e-23	2	Vertebrata	protein_coding
ENSG00000244474	ENSG00000174607	UGT1A4	UGT8	3.27461636625333e-07	1.17935476184589e-09	1	Vertebrata	protein_coding
ENSG00000260458	ENSG00000153822	KCNJ18	KCNJ16	1.69331010101283e-05	1.04973926926187e-26	3	Vertebrata	protein_coding
ENSG00000197892	ENSG00000137177	KIF13B	KIF13A	0.000225551840779301	2.7918961190851e-06	3	Vertebrata	protein_coding
ENSG00000124067	ENSG00000124140	SLC12A4	SLC12A5	1.52502147606499e-06	1.03052514615708e-26	5	Vertebrata	protein_coding
ENSG00000123600	ENSG00000165055	METTL8	METTL2B	1.33784869013512e-07	4.67570588430298e-37	2	Vertebrata	protein_coding
ENSG00000106031	ENSG00000123364	HOXA13	HOXC13	0.00181343618164658	8.97612475975612e-26	1	Vertebrata	protein_coding
ENSG00000213719	ENSG00000159212	CLIC1	CLIC6	0.00616939140345569	0.000410811233303596	4	Vertebrata	protein_coding
ENSG00000185950	ENSG00000169047	IRS2	IRS1	5.59117695988232e-05	9.78162594126241e-20	3	Vertebrata	protein_coding
ENSG00000172824	ENSG00000159398	CES4A	CES5A	0.00607178780336963	0.00607188375710599	2	Younger	protein_coding
ENSG00000183454	ENSG00000105464	GRIN2A	GRIN2D	0.000422486613351306	2.99451452802544e-06	2	Vertebrata	protein_coding
ENSG00000145863	ENSG00000151834	GABRA6	GABRA2	2.45783147100934e-14	3.77654997010561e-35	5	Vertebrata	protein_coding
ENSG00000024526	ENSG00000166153	DEPDC1	DEPDC4	6.13978001385977e-06	0.000240464202026348	2	Vertebrata	protein_coding
ENSG00000121005	ENSG00000157335	CRISPLD1	CLEC18C	2.52029454813253e-09	1.95247418258441e-20	1	Vertebrata	protein_coding
ENSG00000155966	ENSG00000072364	AFF2	AFF4	5.22942532343586e-09	4.62929506658265e-16	2	Vertebrata	protein_coding
ENSG00000137204	ENSG00000197901	SLC22A7	SLC22A6	0.00837216697664202	2.55505734222657e-06	1	Vertebrata	protein_coding
ENSG00000229579	ENSG00000055483	USP17L26	USP36	2.3245884595477e-08	6.88106346112087e-22	1	Vertebrata	protein_coding
